trip_id,date,vehicle_id,driver_id,warehouse_id,num_stops,total_distance_km,weather_condition,traffic_level,planned_duration_min,actual_duration_min
TRIP-00899,2024-11-07,TRK-011,DRV-021,WH3,9,80.3,clear,high,169,258
TRIP-00900,2024-07-22,TRK-011,DRV-023,WH3,8,101.4,snow,medium,183,289
TRIP-00901,2024-08-06,TRK-011,DRV-025,WH3,20,154.8,clear,low,349,317
TRIP-00902,2024-08-30,TRK-004,DRV-009,WH1,19,230.6,rain,low,423,500
TRIP-00903,2024-07-18,TRK-007,DRV-010,WH2,16,143.1,clear,medium,300,370
TRIP-00904,2024-12-25,TRK-005,DRV-007,WH1,23,149.7,rain,low,370,401
TRIP-00905,2024-10-08,TRK-006,DRV-016,WH2,9,66.8,rain,low,154,171
TRIP-00906,2024-08-02,TRK-010,DRV-012,WH2,22,231.4,clear,high,450,742
TRIP-00907,2024-09-29,TRK-008,DRV-013,WH2,13,153.0,clear,low,284,305
TRIP-00908,2024-08-31,TRK-001,DRV-001,WH1,15,161.6,clear,medium,311,397
TRIP-00909,2024-07-07,TRK-015,DRV-018,WH3,5,50.7,fog,low,100,116
TRIP-00910,2024-08-05,TRK-001,DRV-001,WH1,16,99.0,clear,low,252,255
TRIP-00911,2024-09-16,TRK-008,DRV-013,WH2,21,259.7,clear,low,472,440
TRIP-00912,2024-07-23,TRK-011,DRV-019,WH3,15,159.6,clear,medium,309,393
TRIP-00913,2024-10-25,TRK-008,DRV-013,WH2,13,150.7,rain,high,281,486
TRIP-00914,2024-11-15,TRK-013,DRV-021,WH3,17,233.7,fog,low,408,492
TRIP-00915,2024-07-17,TRK-015,DRV-019,WH3,17,156.1,clear,low,323,302
TRIP-00916,2024-07-24,TRK-014,DRV-022,WH3,8,90.1,clear,low,170,162
TRIP-00917,2024-11-22,TRK-012,DRV-022,WH3,18,212.3,clear,low,394,413
TRIP-00918,2024-12-29,TRK-001,DRV-004,WH1,25,323.2,clear,medium,578,703
TRIP-00919,2024-07-12,TRK-001,DRV-008,WH1,6,78.1,clear,medium,139,173
TRIP-00920,2024-09-13,TRK-006,DRV-010,WH2,23,223.7,fog,low,451,549
TRIP-00921,2024-10-25,TRK-004,DRV-007,WH1,20,149.5,clear,low,343,324
TRIP-00922,2024-07-17,TRK-004,DRV-009,WH1,9,121.4,rain,low,213,255
TRIP-00923,2024-09-09,TRK-006,DRV-015,WH2,10,102.8,rain,medium,202,264
TRIP-00924,2024-10-21,TRK-003,DRV-007,WH1,11,135.0,rain,high,246,421
TRIP-00925,2024-10-11,TRK-001,DRV-009,WH1,20,222.6,snow,high,423,909
TRIP-00926,2024-10-20,TRK-010,DRV-017,WH2,25,266.6,clear,medium,516,657
TRIP-00927,2024-10-09,TRK-013,DRV-020,WH3,24,281.6,clear,high,523,780
TRIP-00928,2024-09-13,TRK-002,DRV-001,WH1,5,40.0,rain,high,89,169
TRIP-00929,2024-09-17,TRK-002,DRV-009,WH1,5,27.1,clear,low,75,81
TRIP-00930,2024-09-10,TRK-013,DRV-023,WH3,15,203.2,rain,medium,357,491
TRIP-00931,2024-09-20,TRK-011,DRV-019,WH3,19,185.1,clear,low,373,336
TRIP-00932,2024-10-30,TRK-007,DRV-017,WH2,24,230.5,clear,low,467,468
TRIP-00933,2024-12-14,TRK-003,DRV-008,WH1,12,106.5,fog,low,224,307
TRIP-00934,2024-09-12,TRK-005,DRV-002,WH1,15,139.3,fog,medium,287,424
TRIP-00935,2024-09-08,TRK-004,DRV-003,WH1,20,260.4,rain,low,464,558
TRIP-00936,2024-12-12,TRK-007,DRV-013,WH2,11,98.7,clear,high,207,302
TRIP-00937,2024-08-02,TRK-011,DRV-021,WH3,23,248.8,rain,low,478,569
TRIP-00938,2024-07-14,TRK-014,DRV-023,WH3,21,255.7,clear,low,468,467
TRIP-00939,2024-07-08,TRK-013,DRV-022,WH3,20,131.7,rain,high,324,526
TRIP-00940,2024-12-04,TRK-010,DRV-010,WH2,5,38.3,clear,low,87,86
TRIP-00941,2024-11-11,TRK-014,DRV-019,WH3,22,290.6,clear,low,515,531
TRIP-00942,2024-07-22,TRK-013,DRV-024,WH3,25,164.7,rain,high,405,729
TRIP-00943,2024-12-06,TRK-001,DRV-006,WH1,19,148.1,rain,low,333,369
TRIP-00944,2024-09-17,TRK-008,DRV-017,WH2,14,107.8,rain,low,244,271
TRIP-00945,2024-12-02,TRK-003,DRV-003,WH1,5,40.0,clear,medium,89,111
TRIP-00946,2024-08-28,TRK-010,DRV-015,WH2,23,227.6,clear,medium,455,519
TRIP-00947,2024-12-17,TRK-012,DRV-024,WH3,25,156.9,clear,low,396,388
TRIP-00948,2024-11-28,TRK-005,DRV-009,WH1,7,45.2,rain,medium,112,157
TRIP-00949,2024-12-06,TRK-011,DRV-018,WH3,7,58.8,clear,medium,127,166
TRIP-00950,2024-08-22,TRK-008,DRV-014,WH2,24,159.4,rain,low,390,425
TRIP-00951,2024-10-04,TRK-003,DRV-004,WH1,11,132.2,clear,low,243,246
TRIP-00952,2024-10-16,TRK-002,DRV-008,WH1,15,115.7,clear,low,261,275
TRIP-00953,2024-12-18,TRK-011,DRV-023,WH3,8,53.8,clear,low,131,128
TRIP-00954,2024-11-18,TRK-007,DRV-012,WH2,12,73.1,clear,high,188,275
TRIP-00955,2024-12-06,TRK-015,DRV-020,WH3,13,153.6,clear,low,285,287
TRIP-00956,2024-10-16,TRK-006,DRV-011,WH2,14,143.8,clear,high,283,465
TRIP-00957,2024-08-19,TRK-014,DRV-021,WH3,13,110.0,fog,low,237,302
TRIP-00958,2024-11-22,TRK-004,DRV-005,WH1,21,290.2,rain,medium,506,800
TRIP-00959,2024-10-22,TRK-002,DRV-001,WH1,10,107.5,clear,low,207,216
TRIP-00960,2024-11-16,TRK-002,DRV-009,WH1,24,166.3,fog,high,397,736
TRIP-00961,2024-12-29,TRK-007,DRV-016,WH2,13,158.0,clear,medium,289,343
TRIP-00962,2024-12-02,TRK-003,DRV-006,WH1,14,178.3,clear,low,321,339
TRIP-00963,2024-10-02,TRK-011,DRV-019,WH3,8,86.3,snow,high,166,352
TRIP-00964,2024-09-16,TRK-014,DRV-024,WH3,19,204.6,rain,medium,394,574
TRIP-00965,2024-08-11,TRK-012,DRV-019,WH3,9,59.9,fog,medium,146,222
TRIP-00966,2024-09-24,TRK-009,DRV-016,WH2,19,198.6,clear,medium,388,491
TRIP-00967,2024-09-01,TRK-013,DRV-019,WH3,25,295.0,clear,low,547,545
TRIP-00968,2024-09-15,TRK-015,DRV-024,WH3,14,135.1,clear,low,273,293
TRIP-00969,2024-08-26,TRK-002,DRV-001,WH1,13,83.9,clear,low,209,214
TRIP-00970,2024-09-30,TRK-013,DRV-019,WH3,12,138.5,clear,low,259,248
TRIP-00971,2024-08-30,TRK-009,DRV-017,WH2,18,229.1,fog,low,412,467
TRIP-00972,2024-09-01,TRK-010,DRV-011,WH2,18,147.8,rain,low,323,394
TRIP-00973,2024-08-16,TRK-005,DRV-009,WH1,11,89.6,clear,high,197,297
TRIP-00974,2024-07-05,TRK-015,DRV-021,WH3,16,143.7,clear,medium,301,370
TRIP-00975,2024-11-27,TRK-007,DRV-014,WH2,17,199.0,clear,low,370,348
TRIP-00976,2024-08-01,TRK-004,DRV-005,WH1,21,265.9,rain,high,479,866
TRIP-00977,2024-11-07,TRK-004,DRV-007,WH1,20,171.3,clear,high,367,603
TRIP-00978,2024-07-24,TRK-006,DRV-015,WH2,11,99.9,rain,low,208,219
TRIP-00979,2024-11-10,TRK-003,DRV-003,WH1,17,203.6,clear,medium,375,455
TRIP-00980,2024-12-27,TRK-015,DRV-019,WH3,24,164.8,clear,high,396,618
TRIP-00981,2024-08-21,TRK-006,DRV-015,WH2,18,228.1,fog,medium,411,636
TRIP-00982,2024-09-04,TRK-011,DRV-018,WH3,16,177.4,clear,low,338,338
TRIP-00983,2024-11-01,TRK-002,DRV-005,WH1,7,85.5,clear,medium,156,192
TRIP-00984,2024-08-06,TRK-014,DRV-022,WH3,11,145.5,clear,high,258,423
TRIP-00985,2024-10-23,TRK-012,DRV-018,WH3,17,230.3,clear,medium,404,566
TRIP-00986,2024-10-19,TRK-002,DRV-001,WH1,25,219.0,rain,medium,464,640
TRIP-00987,2024-12-14,TRK-015,DRV-021,WH3,12,128.9,clear,medium,249,360
TRIP-00988,2024-09-16,TRK-003,DRV-004,WH1,16,159.5,rain,medium,318,497
TRIP-00989,2024-11-20,TRK-014,DRV-023,WH3,10,110.3,clear,low,210,210
TRIP-00990,2024-10-26,TRK-003,DRV-007,WH1,8,71.8,clear,medium,150,201
TRIP-00991,2024-09-23,TRK-002,DRV-008,WH1,23,205.9,rain,low,432,502
TRIP-00992,2024-11-06,TRK-007,DRV-017,WH2,20,236.5,clear,medium,438,564
TRIP-00993,2024-11-10,TRK-003,DRV-005,WH1,25,234.5,clear,high,481,852
TRIP-00994,2024-09-08,TRK-006,DRV-015,WH2,15,125.4,rain,low,272,298
TRIP-00995,2024-09-08,TRK-009,DRV-016,WH2,19,192.7,fog,low,381,508
TRIP-00996,2024-12-13,TRK-012,DRV-023,WH3,5,71.3,rain,low,123,138
TRIP-00997,2024-11-18,TRK-007,DRV-012,WH2,12,135.6,clear,medium,256,337
TRIP-00998,2024-08-06,TRK-015,DRV-023,WH3,21,175.6,clear,low,381,364
TRIP-00999,2024-07-27,TRK-011,DRV-024,WH3,17,239.2,rain,low,414,477
TRIP-01000,2024-12-18,TRK-010,DRV-011,WH2,23,282.3,clear,low,515,470
TRIP-01001,2024-11-18,TRK-012,DRV-020,WH3,15,146.4,clear,medium,295,342
TRIP-01002,2024-09-26,TRK-007,DRV-015,WH2,23,203.8,clear,medium,429,564
TRIP-01003,2024-07-09,TRK-001,DRV-001,WH1,10,60.7,rain,medium,156,255
TRIP-01004,2024-07-14,TRK-014,DRV-025,WH3,9,66.9,clear,low,154,155
TRIP-01005,2024-09-11,TRK-002,DRV-001,WH1,15,113.7,rain,medium,259,405
TRIP-01006,2024-09-11,TRK-009,DRV-012,WH2,15,141.8,fog,low,290,353
TRIP-01007,2024-07-07,TRK-014,DRV-018,WH3,20,130.0,rain,medium,322,484
TRIP-01008,2024-08-22,TRK-001,DRV-007,WH1,15,107.8,rain,high,253,435
TRIP-01009,2024-09-19,TRK-009,DRV-010,WH2,23,207.9,clear,low,434,439
TRIP-01010,2024-10-08,TRK-010,DRV-017,WH2,9,129.0,clear,low,222,255
TRIP-01011,2024-11-04,TRK-010,DRV-014,WH2,22,228.6,clear,medium,447,548
TRIP-01012,2024-07-08,TRK-012,DRV-024,WH3,6,41.2,snow,medium,99,178
TRIP-01013,2024-10-27,TRK-010,DRV-011,WH2,14,142.9,clear,high,282,497
TRIP-01014,2024-10-06,TRK-007,DRV-017,WH2,6,68.6,clear,low,129,130
TRIP-01015,2024-12-12,TRK-008,DRV-012,WH2,22,165.2,snow,low,378,566
TRIP-01016,2024-12-02,TRK-002,DRV-008,WH1,11,114.1,clear,low,223,235
TRIP-01017,2024-07-19,TRK-014,DRV-021,WH3,23,275.2,rain,low,507,542
TRIP-01018,2024-07-13,TRK-008,DRV-012,WH2,20,254.3,clear,medium,457,618
TRIP-01019,2024-12-27,TRK-006,DRV-014,WH2,25,325.2,clear,medium,580,689
TRIP-01020,2024-09-22,TRK-010,DRV-017,WH2,12,85.5,snow,low,201,253
TRIP-01021,2024-07-30,TRK-009,DRV-011,WH2,17,182.8,clear,low,352,344
TRIP-01022,2024-11-14,TRK-001,DRV-003,WH1,20,190.2,rain,low,387,453
TRIP-01023,2024-10-20,TRK-006,DRV-010,WH2,20,182.8,clear,medium,379,465
TRIP-01024,2024-11-21,TRK-014,DRV-020,WH3,13,162.5,clear,low,294,277
TRIP-01025,2024-12-24,TRK-004,DRV-005,WH1,12,130.3,clear,low,250,235
TRIP-01026,2024-08-09,TRK-010,DRV-012,WH2,8,59.5,clear,medium,137,172
TRIP-01027,2024-11-01,TRK-013,DRV-022,WH3,15,205.3,clear,high,359,546
TRIP-01028,2024-11-15,TRK-012,DRV-020,WH3,21,192.7,rain,medium,399,545
TRIP-01029,2024-08-11,TRK-009,DRV-012,WH2,15,152.6,clear,high,301,507
TRIP-01030,2024-08-24,TRK-003,DRV-004,WH1,10,86.3,rain,medium,184,273
TRIP-01031,2024-12-10,TRK-006,DRV-010,WH2,18,169.8,clear,low,347,316
TRIP-01032,2024-09-30,TRK-010,DRV-013,WH2,17,183.0,rain,high,353,641
TRIP-01033,2024-11-30,TRK-008,DRV-016,WH2,12,80.3,rain,low,196,230
TRIP-01034,2024-07-23,TRK-008,DRV-013,WH2,21,255.3,clear,low,468,491
TRIP-01035,2024-09-09,TRK-003,DRV-003,WH1,10,99.7,clear,low,199,192
TRIP-01036,2024-09-26,TRK-015,DRV-024,WH3,7,90.2,clear,high,161,236
TRIP-01037,2024-08-26,TRK-013,DRV-025,WH3,11,144.0,clear,medium,256,340
TRIP-01038,2024-08-09,TRK-001,DRV-003,WH1,9,119.9,clear,high,212,356
TRIP-01039,2024-08-08,TRK-006,DRV-010,WH2,15,206.3,clear,low,360,356
TRIP-01040,2024-09-19,TRK-014,DRV-023,WH3,19,195.7,clear,low,384,385
TRIP-01041,2024-10-10,TRK-014,DRV-024,WH3,24,297.9,rain,low,541,622
TRIP-01042,2024-12-05,TRK-013,DRV-019,WH3,19,227.5,fog,high,419,797
TRIP-01043,2024-10-23,TRK-013,DRV-020,WH3,23,189.6,clear,medium,414,441
TRIP-01044,2024-12-17,TRK-006,DRV-016,WH2,10,96.6,clear,low,195,187
TRIP-01045,2024-10-20,TRK-009,DRV-015,WH2,20,175.8,clear,medium,372,448
TRIP-01046,2024-08-18,TRK-004,DRV-006,WH1,21,192.8,snow,high,399,875
TRIP-01047,2024-11-15,TRK-004,DRV-006,WH1,11,85.5,clear,medium,192,227
TRIP-01048,2024-09-06,TRK-006,DRV-015,WH2,15,182.5,clear,low,334,377
TRIP-01049,2024-12-15,TRK-006,DRV-014,WH2,17,182.1,clear,low,352,337
TRIP-01050,2024-12-11,TRK-013,DRV-022,WH3,19,176.9,clear,medium,364,457
TRIP-01051,2024-11-06,TRK-004,DRV-008,WH1,11,150.0,clear,medium,263,326
TRIP-01052,2024-07-13,TRK-015,DRV-019,WH3,21,205.9,clear,medium,414,547
TRIP-01053,2024-08-06,TRK-012,DRV-020,WH3,14,162.8,clear,high,304,467
TRIP-01054,2024-12-14,TRK-001,DRV-008,WH1,21,286.3,rain,low,501,592
TRIP-01055,2024-12-18,TRK-013,DRV-021,WH3,13,159.4,clear,low,291,263
TRIP-01056,2024-12-01,TRK-013,DRV-020,WH3,17,131.5,rain,low,296,312
TRIP-01057,2024-12-21,TRK-004,DRV-007,WH1,13,100.4,rain,low,227,266
TRIP-01058,2024-07-25,TRK-012,DRV-022,WH3,25,310.9,clear,low,564,596
TRIP-01059,2024-08-17,TRK-012,DRV-024,WH3,15,187.0,rain,high,339,676
TRIP-01060,2024-11-24,TRK-003,DRV-005,WH1,9,56.4,clear,low,143,128
TRIP-01061,2024-07-26,TRK-011,DRV-025,WH3,22,268.7,clear,low,491,492
TRIP-01062,2024-09-23,TRK-011,DRV-020,WH3,15,138.8,clear,high,286,431
TRIP-01063,2024-12-14,TRK-001,DRV-004,WH1,15,120.5,clear,low,266,244
TRIP-01064,2024-12-25,TRK-012,DRV-022,WH3,7,48.1,rain,high,115,230
TRIP-01065,2024-07-17,TRK-002,DRV-005,WH1,17,188.7,clear,low,359,350
TRIP-01066,2024-10-17,TRK-007,DRV-015,WH2,14,97.7,clear,low,233,213
TRIP-01067,2024-09-08,TRK-002,DRV-005,WH1,8,80.7,rain,low,160,184
TRIP-01068,2024-10-01,TRK-008,DRV-015,WH2,20,136.3,rain,medium,329,492
TRIP-01069,2024-11-30,TRK-012,DRV-018,WH3,25,299.1,clear,medium,551,635
TRIP-01070,2024-12-16,TRK-004,DRV-006,WH1,23,184.4,rain,medium,408,621
TRIP-01071,2024-11-22,TRK-003,DRV-009,WH1,9,64.7,rain,medium,152,227
TRIP-01072,2024-09-08,TRK-005,DRV-004,WH1,24,248.8,clear,low,487,470
TRIP-01073,2024-11-02,TRK-005,DRV-003,WH1,16,104.0,clear,medium,257,344
TRIP-01074,2024-12-19,TRK-010,DRV-016,WH2,15,197.3,clear,low,350,337
TRIP-01075,2024-07-06,TRK-011,DRV-023,WH3,13,186.5,clear,medium,320,440
TRIP-01076,2024-10-03,TRK-006,DRV-012,WH2,17,217.3,clear,medium,390,472
TRIP-01077,2024-12-08,TRK-001,DRV-008,WH1,8,56.0,clear,medium,133,149
TRIP-01078,2024-09-04,TRK-009,DRV-017,WH2,14,151.6,clear,low,291,293
TRIP-01079,2024-09-18,TRK-009,DRV-016,WH2,25,232.1,clear,high,478,684
TRIP-01080,2024-10-19,TRK-005,DRV-002,WH1,6,68.2,clear,low,128,134
TRIP-01081,2024-08-14,TRK-014,DRV-018,WH3,24,204.2,clear,high,439,733
TRIP-01082,2024-11-26,TRK-015,DRV-021,WH3,20,155.0,rain,low,349,393
TRIP-01083,2024-09-21,TRK-006,DRV-011,WH2,5,39.8,rain,low,88,97
TRIP-01084,2024-08-15,TRK-009,DRV-016,WH2,11,91.5,clear,medium,199,236
TRIP-01085,2024-09-20,TRK-002,DRV-005,WH1,14,176.8,clear,low,319,305
TRIP-01086,2024-09-04,TRK-004,DRV-002,WH1,20,121.0,clear,medium,312,413
TRIP-01087,2024-08-13,TRK-006,DRV-017,WH2,10,85.8,clear,medium,184,239
TRIP-01088,2024-11-01,TRK-014,DRV-021,WH3,16,167.2,rain,high,326,561
TRIP-01089,2024-10-11,TRK-012,DRV-019,WH3,10,81.6,clear,medium,179,221
TRIP-01090,2024-09-14,TRK-004,DRV-006,WH1,12,149.0,rain,medium,271,417
TRIP-01091,2024-11-17,TRK-010,DRV-016,WH2,9,79.3,clear,medium,168,216
TRIP-01092,2024-08-29,TRK-015,DRV-018,WH3,18,169.2,fog,low,347,420
TRIP-01093,2024-09-29,TRK-003,DRV-006,WH1,21,257.8,clear,low,470,462
TRIP-01094,2024-12-16,TRK-014,DRV-019,WH3,17,137.8,clear,medium,303,361
TRIP-01095,2024-10-23,TRK-002,DRV-005,WH1,5,29.9,clear,low,78,72
TRIP-01096,2024-09-14,TRK-004,DRV-003,WH1,16,165.8,clear,medium,325,451
TRIP-01097,2024-10-19,TRK-006,DRV-014,WH2,20,263.6,clear,low,468,477
TRIP-01098,2024-07-25,TRK-011,DRV-025,WH3,7,97.9,clear,medium,170,205
TRIP-01099,2024-08-14,TRK-014,DRV-018,WH3,13,137.6,clear,medium,267,347
TRIP-01100,2024-11-05,TRK-009,DRV-010,WH2,15,171.9,rain,medium,323,445
TRIP-01101,2024-10-20,TRK-006,DRV-014,WH2,10,102.9,clear,medium,202,233
TRIP-01102,2024-11-02,TRK-014,DRV-023,WH3,13,154.8,rain,high,286,504
TRIP-01103,2024-10-20,TRK-006,DRV-012,WH2,13,150.5,clear,low,281,298
TRIP-01104,2024-07-05,TRK-011,DRV-020,WH3,7,58.2,clear,high,126,211
TRIP-01105,2024-11-12,TRK-013,DRV-021,WH3,25,308.7,rain,medium,562,847
TRIP-01106,2024-10-30,TRK-009,DRV-010,WH2,16,137.0,clear,low,293,302
TRIP-01107,2024-07-16,TRK-009,DRV-015,WH2,25,326.3,fog,medium,581,855
TRIP-01108,2024-12-23,TRK-009,DRV-015,WH2,19,192.6,clear,medium,381,451
TRIP-01109,2024-09-17,TRK-013,DRV-020,WH3,15,153.5,clear,low,302,303
TRIP-01110,2024-12-03,TRK-008,DRV-010,WH2,13,114.9,clear,medium,242,284
TRIP-01111,2024-08-17,TRK-014,DRV-021,WH3,22,231.7,clear,low,451,426
TRIP-01112,2024-10-22,TRK-012,DRV-025,WH3,13,156.9,fog,low,288,344
TRIP-01113,2024-11-15,TRK-010,DRV-013,WH2,5,51.7,clear,low,101,105
TRIP-01114,2024-08-10,TRK-008,DRV-010,WH2,9,75.2,clear,medium,163,221
TRIP-01115,2024-07-24,TRK-004,DRV-009,WH1,16,134.2,clear,medium,290,377
TRIP-01116,2024-07-09,TRK-009,DRV-016,WH2,6,76.3,clear,medium,137,159
TRIP-01117,2024-08-02,TRK-011,DRV-024,WH3,13,137.4,rain,medium,267,369
TRIP-01118,2024-12-28,TRK-010,DRV-013,WH2,8,49.0,rain,low,125,150
TRIP-01119,2024-09-12,TRK-007,DRV-016,WH2,22,217.2,rain,medium,435,638
TRIP-01120,2024-12-05,TRK-010,DRV-010,WH2,21,246.8,clear,low,458,449
TRIP-01121,2024-10-16,TRK-008,DRV-010,WH2,24,168.3,clear,medium,400,551
TRIP-01122,2024-09-10,TRK-012,DRV-022,WH3,13,106.4,clear,medium,233,287
TRIP-01123,2024-08-29,TRK-013,DRV-019,WH3,17,190.1,clear,medium,360,448
TRIP-01124,2024-12-06,TRK-001,DRV-005,WH1,6,71.2,rain,medium,132,206
TRIP-01125,2024-11-19,TRK-015,DRV-023,WH3,22,158.9,clear,high,371,584
TRIP-01126,2024-09-23,TRK-003,DRV-006,WH1,9,123.8,clear,low,216,208
TRIP-01127,2024-11-17,TRK-009,DRV-013,WH2,19,216.6,rain,medium,407,578
TRIP-01128,2024-12-20,TRK-009,DRV-010,WH2,9,88.8,fog,high,178,359
TRIP-01129,2024-07-25,TRK-014,DRV-023,WH3,22,249.2,clear,high,470,705
TRIP-01130,2024-09-22,TRK-008,DRV-014,WH2,6,59.1,clear,medium,118,148
TRIP-01131,2024-12-10,TRK-005,DRV-003,WH1,19,160.9,clear,low,347,368
TRIP-01132,2024-11-06,TRK-003,DRV-009,WH1,14,179.5,snow,low,322,439
TRIP-01133,2024-12-06,TRK-012,DRV-024,WH3,16,193.9,snow,low,356,501
TRIP-01134,2024-08-01,TRK-007,DRV-013,WH2,10,127.5,clear,low,229,237
TRIP-01135,2024-10-16,TRK-004,DRV-009,WH1,17,149.2,clear,low,316,308
TRIP-01136,2024-10-04,TRK-013,DRV-023,WH3,22,197.8,rain,medium,414,600
TRIP-01137,2024-08-30,TRK-013,DRV-024,WH3,9,128.4,fog,medium,221,335
TRIP-01138,2024-08-13,TRK-008,DRV-017,WH2,22,215.0,fog,low,433,553
TRIP-01139,2024-10-30,TRK-006,DRV-015,WH2,8,80.1,rain,medium,159,229
TRIP-01140,2024-10-19,TRK-004,DRV-007,WH1,19,235.3,clear,medium,428,547
TRIP-01141,2024-12-07,TRK-012,DRV-020,WH3,15,148.7,clear,high,297,462
TRIP-01142,2024-07-09,TRK-015,DRV-024,WH3,9,76.5,clear,low,164,157
TRIP-01143,2024-10-06,TRK-014,DRV-019,WH3,14,127.1,clear,medium,265,316
TRIP-01144,2024-08-14,TRK-014,DRV-021,WH3,14,117.7,clear,medium,254,322
TRIP-01145,2024-08-24,TRK-002,DRV-008,WH1,23,194.9,clear,low,420,398
TRIP-01146,2024-10-29,TRK-002,DRV-008,WH1,14,170.9,clear,medium,312,408
TRIP-01147,2024-11-09,TRK-002,DRV-008,WH1,22,252.5,rain,medium,473,655
TRIP-01148,2024-10-30,TRK-007,DRV-013,WH2,18,121.2,rain,low,294,346
TRIP-01149,2024-11-14,TRK-011,DRV-024,WH3,8,64.4,snow,high,142,334
TRIP-01150,2024-11-18,TRK-004,DRV-005,WH1,24,181.9,clear,medium,414,511
TRIP-01151,2024-10-24,TRK-015,DRV-018,WH3,5,36.8,clear,medium,85,118
TRIP-01152,2024-10-05,TRK-009,DRV-010,WH2,5,48.5,clear,high,98,152
TRIP-01153,2024-08-04,TRK-014,DRV-024,WH3,5,57.0,clear,high,107,174
TRIP-01154,2024-10-05,TRK-011,DRV-020,WH3,12,84.7,clear,low,200,213
TRIP-01155,2024-09-09,TRK-004,DRV-004,WH1,5,57.6,clear,medium,108,140
TRIP-01156,2024-09-04,TRK-004,DRV-008,WH1,18,144.0,rain,low,319,373
TRIP-01157,2024-10-27,TRK-014,DRV-023,WH3,25,326.7,rain,medium,581,860
TRIP-01158,2024-08-10,TRK-011,DRV-020,WH3,14,178.5,clear,low,321,296
TRIP-01159,2024-09-16,TRK-010,DRV-015,WH2,25,179.7,clear,medium,421,485
TRIP-01160,2024-10-24,TRK-013,DRV-025,WH3,15,192.8,rain,low,345,393
TRIP-01161,2024-12-06,TRK-012,DRV-020,WH3,5,61.3,clear,low,112,113
TRIP-01162,2024-08-27,TRK-012,DRV-018,WH3,20,160.2,clear,low,355,366
TRIP-01163,2024-11-11,TRK-003,DRV-006,WH1,21,133.2,rain,high,334,636
TRIP-01164,2024-09-30,TRK-009,DRV-012,WH2,11,87.9,rain,medium,195,305
TRIP-01165,2024-10-08,TRK-013,DRV-023,WH3,19,256.7,fog,medium,451,695
TRIP-01166,2024-08-17,TRK-005,DRV-008,WH1,22,237.9,clear,low,458,482
TRIP-01167,2024-08-30,TRK-011,DRV-023,WH3,13,127.3,clear,low,256,263
TRIP-01168,2024-12-17,TRK-010,DRV-011,WH2,12,78.2,clear,medium,193,219
TRIP-01169,2024-08-24,TRK-011,DRV-021,WH3,23,247.8,clear,low,477,453
TRIP-01170,2024-11-10,TRK-011,DRV-023,WH3,18,191.2,clear,medium,371,437
TRIP-01171,2024-07-18,TRK-015,DRV-019,WH3,23,319.0,clear,medium,555,703
TRIP-01172,2024-12-27,TRK-003,DRV-003,WH1,5,67.7,snow,high,119,269
TRIP-01173,2024-07-14,TRK-004,DRV-003,WH1,7,48.6,snow,low,116,176
TRIP-01174,2024-07-20,TRK-006,DRV-013,WH2,6,42.9,fog,low,101,133
TRIP-01175,2024-08-31,TRK-006,DRV-013,WH2,21,189.2,clear,medium,395,472
TRIP-01176,2024-11-18,TRK-009,DRV-011,WH2,10,124.8,fog,low,226,282
TRIP-01177,2024-11-03,TRK-011,DRV-021,WH3,11,120.2,clear,low,230,252
TRIP-01178,2024-12-01,TRK-001,DRV-009,WH1,21,147.8,clear,medium,350,415
TRIP-01179,2024-08-01,TRK-011,DRV-024,WH3,15,137.6,rain,low,285,280
TRIP-01180,2024-07-04,TRK-012,DRV-025,WH3,22,142.9,clear,low,354,362
TRIP-01181,2024-09-26,TRK-009,DRV-012,WH2,19,228.9,clear,medium,421,490
TRIP-01182,2024-11-17,TRK-013,DRV-022,WH3,17,146.2,clear,low,312,323
TRIP-01183,2024-12-11,TRK-015,DRV-022,WH3,10,105.8,clear,high,205,325
TRIP-01184,2024-09-23,TRK-004,DRV-001,WH1,20,254.9,fog,medium,458,694
TRIP-01185,2024-07-20,TRK-007,DRV-012,WH2,8,55.4,rain,medium,132,199
TRIP-01186,2024-12-14,TRK-004,DRV-006,WH1,17,140.4,rain,medium,306,492
TRIP-01187,2024-08-27,TRK-001,DRV-004,WH1,8,81.2,clear,low,161,154
TRIP-01188,2024-12-26,TRK-014,DRV-019,WH3,6,57.7,clear,medium,117,133
TRIP-01189,2024-08-13,TRK-012,DRV-023,WH3,5,34.6,clear,low,83,84
TRIP-01190,2024-09-25,TRK-002,DRV-003,WH1,25,170.4,snow,high,411,800
TRIP-01191,2024-09-10,TRK-015,DRV-024,WH3,7,52.4,clear,low,120,126
TRIP-01192,2024-09-20,TRK-008,DRV-012,WH2,24,314.0,clear,low,559,562
TRIP-01193,2024-09-20,TRK-013,DRV-025,WH3,5,72.1,clear,low,124,128
TRIP-01194,2024-07-18,TRK-006,DRV-016,WH2,12,160.4,snow,low,283,399
TRIP-01195,2024-07-08,TRK-004,DRV-005,WH1,22,266.4,rain,low,489,510
TRIP-01196,2024-10-07,TRK-013,DRV-022,WH3,12,149.3,clear,low,271,244
TRIP-01197,2024-08-28,TRK-008,DRV-013,WH2,13,138.4,clear,low,268,243
TRIP-01198,2024-09-04,TRK-006,DRV-011,WH2,23,281.8,clear,medium,514,647
