trip_id,driver_id,vehicle_id,date,distance_km,fuel_used_liters,harsh_braking_events,harsh_acceleration_events,avg_speed_kmph,idle_time_minutes
TRIP-00926,DRV-007,TRK-004,2024-06-09,205.6,13.4,8,6,67.4,25
TRIP-00927,DRV-015,TRK-007,2024-04-25,121.9,8.94,0,1,68.9,18
TRIP-00928,DRV-004,TRK-003,2024-12-20,164.5,17.7,3,0,67.5,22
TRIP-00929,DRV-008,TRK-003,2024-05-07,118.5,13.8,3,1,60.8,20
TRIP-00930,DRV-022,TRK-012,2024-09-04,207.7,23.17,12,4,49.7,18
TRIP-00931,DRV-025,TRK-015,2024-01-03,154.1,18.22,3,10,66.4,20
TRIP-00932,DRV-021,TRK-013,2024-11-18,117.0,8.22,3,2,51.7,17
TRIP-00933,DRV-009,TRK-005,2024-12-15,170.7,14.17,5,6,64.7,21
TRIP-00934,DRV-004,TRK-004,2024-01-21,81.1,5.81,1,3,75.6,36
TRIP-00935,DRV-014,TRK-008,2024-04-19,126.6,10.42,5,4,61.6,25
TRIP-00936,DRV-025,TRK-014,2024-07-04,181.2,15.06,5,0,49.3,20
TRIP-00937,DRV-021,TRK-014,2024-07-20,180.5,13.3,4,2,60.9,25
TRIP-00938,DRV-006,TRK-005,2024-07-21,78.0,6.15,0,0,73.2,26
TRIP-00939,DRV-017,TRK-009,2024-03-24,125.8,12.46,7,3,71.4,22
TRIP-00940,DRV-025,TRK-012,2024-02-01,38.0,3.88,4,2,53.6,26
TRIP-00941,DRV-005,TRK-005,2024-11-06,18.0,1.4,0,0,68.3,24
TRIP-00942,DRV-016,TRK-009,2024-03-27,63.9,5.71,1,2,66.7,8
TRIP-00943,DRV-016,TRK-010,2024-12-24,90.8,5.44,0,3,65.5,17
TRIP-00944,DRV-003,TRK-002,2024-06-04,131.4,10.74,3,2,71.6,16
TRIP-00945,DRV-021,TRK-014,2024-07-19,40.5,2.78,1,1,61.1,11
TRIP-00946,DRV-020,TRK-014,2024-10-15,47.8,3.63,3,2,53.4,30
TRIP-00947,DRV-014,TRK-010,2024-11-07,156.8,10.04,3,2,59.9,30
TRIP-00948,DRV-001,TRK-004,2024-03-19,147.1,9.89,2,1,77.8,33
TRIP-00949,DRV-008,TRK-005,2024-07-28,66.5,5.54,0,1,67.4,22
TRIP-00950,DRV-015,TRK-009,2024-05-11,139.8,14.51,3,4,78.4,17
TRIP-00951,DRV-011,TRK-006,2024-10-19,130.4,15.76,3,3,72.0,20
TRIP-00952,DRV-011,TRK-010,2024-07-15,114.1,7.64,3,1,66.0,18
TRIP-00953,DRV-022,TRK-014,2024-09-07,94.0,7.75,2,1,55.3,29
TRIP-00954,DRV-019,TRK-013,2024-06-23,106.4,7.63,3,3,65.0,31
TRIP-00955,DRV-012,TRK-007,2024-01-24,58.1,4.52,1,1,69.0,31
TRIP-00956,DRV-022,TRK-013,2024-07-22,181.3,14.34,5,2,52.0,26
TRIP-00957,DRV-025,TRK-015,2024-12-14,25.4,3.12,2,1,60.3,29
TRIP-00958,DRV-009,TRK-005,2024-04-26,174.8,13.43,10,5,72.1,22
TRIP-00959,DRV-003,TRK-005,2024-07-07,107.9,9.0,5,2,56.9,18
TRIP-00960,DRV-024,TRK-013,2024-02-15,195.1,12.9,3,1,53.6,19
TRIP-00961,DRV-019,TRK-012,2024-01-12,150.6,16.91,2,2,54.1,22
TRIP-00962,DRV-021,TRK-015,2024-02-22,97.2,11.32,2,2,69.7,24
TRIP-00963,DRV-025,TRK-015,2024-10-22,110.8,13.39,5,3,61.2,40
TRIP-00964,DRV-023,TRK-014,2024-12-23,111.8,8.56,0,0,66.3,10
TRIP-00965,DRV-010,TRK-008,2024-08-10,147.8,12.33,3,5,67.7,23
TRIP-00966,DRV-024,TRK-014,2024-10-09,163.3,15.21,4,4,60.0,16
TRIP-00967,DRV-010,TRK-007,2024-10-15,157.3,11.48,1,0,65.0,19
TRIP-00968,DRV-007,TRK-005,2024-06-22,114.3,8.27,6,2,77.6,13
TRIP-00969,DRV-009,TRK-004,2024-03-13,87.6,6.46,2,4,74.1,34
TRIP-00970,DRV-006,TRK-002,2024-08-16,101.2,7.57,1,2,71.2,16
TRIP-00971,DRV-013,TRK-006,2024-11-12,192.1,27.1,6,3,63.1,29
TRIP-00972,DRV-024,TRK-012,2024-10-05,151.7,16.66,2,6,59.3,22
TRIP-00973,DRV-002,TRK-003,2024-03-24,90.2,9.94,1,2,55.9,32
TRIP-00974,DRV-023,TRK-015,2024-04-11,38.3,4.18,0,0,76.7,11
TRIP-00975,DRV-013,TRK-009,2024-06-30,238.3,27.02,5,6,70.8,26
TRIP-00976,DRV-001,TRK-003,2024-02-04,61.1,6.42,1,2,60.0,20
TRIP-00977,DRV-006,TRK-005,2024-10-11,59.1,4.41,1,0,61.3,36
TRIP-00978,DRV-019,TRK-011,2024-10-08,249.5,20.21,8,3,55.5,25
TRIP-00979,DRV-006,TRK-005,2024-07-23,133.9,9.75,4,3,66.1,16
TRIP-00980,DRV-020,TRK-014,2024-01-31,18.5,1.62,1,0,60.6,28
TRIP-00981,DRV-020,TRK-013,2024-08-02,101.3,7.55,2,4,62.1,18
TRIP-00982,DRV-001,TRK-002,2024-03-22,80.8,6.36,1,0,76.7,17
TRIP-00983,DRV-005,TRK-003,2024-07-28,104.6,11.0,4,3,63.7,20
TRIP-00984,DRV-017,TRK-007,2024-09-30,239.0,18.68,4,6,59.3,33
TRIP-00985,DRV-003,TRK-005,2024-01-16,18.0,1.48,2,0,67.3,25
TRIP-00986,DRV-025,TRK-014,2024-06-15,93.4,7.89,2,2,57.4,26
TRIP-00987,DRV-025,TRK-013,2024-12-13,128.4,11.3,1,3,72.5,27
TRIP-00988,DRV-001,TRK-003,2024-11-23,79.8,8.28,2,2,65.4,24
TRIP-00989,DRV-002,TRK-002,2024-07-28,81.9,6.94,2,1,66.9,13
TRIP-00990,DRV-001,TRK-003,2024-03-20,172.7,18.19,2,2,61.0,5
TRIP-00991,DRV-022,TRK-012,2024-10-19,18.0,1.89,0,0,50.3,29
TRIP-00992,DRV-013,TRK-009,2024-06-11,127.2,14.64,5,0,72.1,21
TRIP-00993,DRV-003,TRK-004,2024-09-14,145.4,11.25,2,4,76.4,22
TRIP-00994,DRV-009,TRK-003,2024-01-11,182.2,20.13,6,7,65.4,10
TRIP-00995,DRV-009,TRK-001,2024-02-08,18.0,1.15,2,1,49.6,13
TRIP-00996,DRV-024,TRK-012,2024-07-28,137.6,14.07,3,0,59.6,39
TRIP-00997,DRV-002,TRK-005,2024-09-21,165.1,12.4,6,1,71.0,18
TRIP-00998,DRV-014,TRK-008,2024-05-22,168.8,15.05,2,4,69.8,23
TRIP-00999,DRV-004,TRK-002,2024-11-27,86.6,7.64,1,2,66.1,36
TRIP-01000,DRV-005,TRK-003,2024-06-16,18.0,1.9,0,1,54.1,24
TRIP-01001,DRV-002,TRK-005,2024-02-05,126.0,9.51,2,7,66.9,11
TRIP-01002,DRV-010,TRK-010,2024-01-02,79.5,4.9,2,1,52.8,28
TRIP-01003,DRV-013,TRK-008,2024-02-24,134.8,13.69,0,4,73.5,19
TRIP-01004,DRV-024,TRK-014,2024-10-07,113.7,9.93,1,1,56.8,27
TRIP-01005,DRV-008,TRK-003,2024-02-28,184.0,22.02,6,2,58.6,27
TRIP-01006,DRV-019,TRK-015,2024-09-23,154.8,20.36,4,5,63.3,12
TRIP-01007,DRV-011,TRK-007,2024-08-07,155.7,12.74,5,3,70.0,13
TRIP-01008,DRV-025,TRK-011,2024-03-31,173.0,13.93,4,5,56.3,21
TRIP-01009,DRV-018,TRK-011,2024-05-19,175.1,13.64,2,4,53.1,30
TRIP-01010,DRV-021,TRK-015,2024-01-14,108.3,12.56,2,1,71.1,41
TRIP-01011,DRV-003,TRK-005,2024-05-21,117.2,10.06,0,1,64.4,27
TRIP-01012,DRV-005,TRK-002,2024-10-07,164.5,12.94,7,7,70.3,20
TRIP-01013,DRV-024,TRK-013,2024-11-18,105.9,8.07,2,0,58.9,29
TRIP-01014,DRV-001,TRK-002,2024-10-04,126.9,10.66,1,0,79.7,12
TRIP-01015,DRV-006,TRK-003,2024-10-27,82.2,8.78,2,0,67.4,27
TRIP-01016,DRV-004,TRK-005,2024-02-13,75.6,6.28,2,1,67.0,28
TRIP-01017,DRV-016,TRK-008,2024-08-28,101.3,7.74,3,1,57.6,43
TRIP-01018,DRV-003,TRK-004,2024-04-07,173.5,12.01,2,6,63.0,18
TRIP-01019,DRV-002,TRK-003,2024-08-16,86.6,9.65,2,1,61.6,26
TRIP-01020,DRV-009,TRK-005,2024-08-28,196.0,15.48,6,8,61.2,29
TRIP-01021,DRV-023,TRK-014,2024-06-23,98.3,7.37,1,1,62.2,30
TRIP-01022,DRV-002,TRK-003,2024-01-20,56.1,5.7,1,1,65.6,38
TRIP-01023,DRV-018,TRK-011,2024-06-03,137.8,11.24,2,1,55.4,16
TRIP-01024,DRV-007,TRK-003,2024-12-12,227.4,21.0,9,7,54.4,34
TRIP-01025,DRV-025,TRK-013,2024-06-06,142.4,11.08,5,2,60.4,22
TRIP-01026,DRV-001,TRK-004,2024-05-02,115.4,8.22,3,1,74.0,1
TRIP-01027,DRV-016,TRK-009,2024-07-04,148.9,13.15,3,3,78.6,33
TRIP-01028,DRV-023,TRK-015,2024-12-30,18.0,1.84,0,0,70.3,31
TRIP-01029,DRV-022,TRK-014,2024-04-07,53.9,4.32,4,1,47.6,22
TRIP-01030,DRV-001,TRK-002,2024-07-17,100.3,8.45,3,0,60.0,23
TRIP-01031,DRV-006,TRK-005,2024-10-20,113.1,8.56,1,0,61.6,33
TRIP-01032,DRV-002,TRK-003,2024-01-30,35.2,3.85,0,1,60.3,40
TRIP-01033,DRV-023,TRK-013,2024-04-14,45.7,3.07,0,1,61.4,35
TRIP-01034,DRV-004,TRK-005,2024-06-02,118.8,8.9,2,1,70.0,15
TRIP-01035,DRV-019,TRK-014,2024-09-10,119.2,9.85,1,4,57.6,23
TRIP-01036,DRV-006,TRK-005,2024-04-30,61.4,4.59,2,1,63.5,18
TRIP-01037,DRV-012,TRK-010,2024-06-04,90.1,6.09,3,3,62.2,20
TRIP-01038,DRV-018,TRK-014,2024-12-28,142.3,11.44,8,4,47.9,9
TRIP-01039,DRV-015,TRK-006,2024-01-04,139.8,14.93,2,3,77.5,11
TRIP-01040,DRV-009,TRK-004,2024-07-20,146.2,10.34,3,3,65.1,20
TRIP-01041,DRV-023,TRK-014,2024-09-29,80.1,5.75,0,1,59.1,18
TRIP-01042,DRV-020,TRK-013,2024-01-26,166.4,12.81,6,4,58.3,33
TRIP-01043,DRV-025,TRK-014,2024-07-12,148.2,12.76,7,4,50.3,40
TRIP-01044,DRV-017,TRK-009,2024-01-14,112.0,12.26,2,4,68.3,24
TRIP-01045,DRV-020,TRK-014,2024-06-21,88.6,8.47,4,2,53.4,13
TRIP-01046,DRV-003,TRK-005,2024-03-05,122.4,10.31,1,2,62.6,25
TRIP-01047,DRV-011,TRK-010,2024-03-15,152.5,11.24,4,1,64.4,32
TRIP-01048,DRV-008,TRK-003,2024-06-02,144.4,16.13,1,3,57.4,29
TRIP-01049,DRV-018,TRK-014,2024-02-28,181.7,14.76,1,1,60.3,18
TRIP-01050,DRV-022,TRK-013,2024-06-03,119.3,9.53,7,7,51.1,23
TRIP-01051,DRV-021,TRK-013,2024-03-12,136.9,9.29,3,2,51.7,29
TRIP-01052,DRV-010,TRK-008,2024-10-18,211.0,16.95,11,5,66.7,26
TRIP-01053,DRV-013,TRK-008,2024-05-21,86.6,8.63,3,2,63.6,37
TRIP-01054,DRV-010,TRK-010,2024-08-24,102.6,5.86,3,1,60.6,23
TRIP-01055,DRV-015,TRK-007,2024-03-05,87.7,6.3,7,0,61.1,14
TRIP-01056,DRV-005,TRK-005,2024-10-10,146.7,11.87,5,4,69.6,29
TRIP-01057,DRV-016,TRK-010,2024-08-13,129.0,7.83,4,5,63.3,19
TRIP-01058,DRV-025,TRK-012,2024-02-13,47.1,5.23,1,1,51.9,25
TRIP-01059,DRV-014,TRK-010,2024-12-08,96.4,6.4,3,2,57.6,13
TRIP-01060,DRV-010,TRK-008,2024-04-01,92.1,7.63,2,2,54.6,25
TRIP-01061,DRV-021,TRK-013,2024-01-15,70.3,4.83,5,2,66.6,24
TRIP-01062,DRV-022,TRK-013,2024-02-21,128.5,9.81,6,3,53.3,34
TRIP-01063,DRV-023,TRK-014,2024-12-08,103.4,7.42,0,0,57.9,19
TRIP-01064,DRV-018,TRK-012,2024-07-09,147.7,15.17,3,2,54.0,22
TRIP-01065,DRV-006,TRK-002,2024-10-25,131.7,10.12,6,3,72.9,24
TRIP-01066,DRV-022,TRK-012,2024-01-28,78.4,8.73,4,0,47.6,24
TRIP-01067,DRV-002,TRK-003,2024-11-19,213.5,23.06,4,5,68.1,29
TRIP-01068,DRV-006,TRK-003,2024-02-22,150.7,15.79,6,6,56.2,29
TRIP-01069,DRV-007,TRK-003,2024-04-20,151.3,14.96,5,12,58.3,18
TRIP-01070,DRV-024,TRK-013,2024-01-28,69.4,4.98,2,1,52.5,24
TRIP-01071,DRV-017,TRK-008,2024-09-11,18.0,1.6,0,0,56.1,19
TRIP-01072,DRV-016,TRK-010,2024-09-15,126.2,7.26,2,3,61.6,2
TRIP-01073,DRV-006,TRK-004,2024-01-06,111.1,7.64,2,3,69.5,10
TRIP-01074,DRV-003,TRK-003,2024-05-08,122.8,13.43,1,2,61.7,20
TRIP-01075,DRV-025,TRK-012,2024-06-03,116.2,12.55,4,0,56.9,30
TRIP-01076,DRV-017,TRK-009,2024-12-05,206.8,21.62,11,4,79.7,32
TRIP-01077,DRV-006,TRK-002,2024-01-14,75.2,5.93,2,1,71.5,35
TRIP-01078,DRV-009,TRK-005,2024-05-19,46.4,3.84,1,1,64.8,34
TRIP-01079,DRV-022,TRK-012,2024-03-30,159.6,17.51,8,5,54.0,38
TRIP-01080,DRV-019,TRK-015,2024-10-20,18.0,2.2,1,0,66.2,27
TRIP-01081,DRV-024,TRK-012,2024-04-25,36.1,3.73,0,0,49.3,41
TRIP-01082,DRV-011,TRK-006,2024-08-18,144.9,16.45,3,2,66.1,13
TRIP-01083,DRV-016,TRK-006,2024-03-08,68.9,6.63,1,1,61.5,24
TRIP-01084,DRV-020,TRK-013,2024-07-03,156.2,12.26,12,4,63.7,29
TRIP-01085,DRV-014,TRK-010,2024-05-09,184.0,12.36,2,8,58.5,18
TRIP-01086,DRV-023,TRK-013,2024-11-15,100.0,7.13,1,0,54.0,17
TRIP-01087,DRV-019,TRK-012,2024-08-30,131.1,14.22,5,2,62.2,45
TRIP-01088,DRV-019,TRK-015,2024-10-29,162.2,19.92,7,4,66.5,30
TRIP-01089,DRV-006,TRK-002,2024-04-12,133.4,10.57,2,3,65.5,25
TRIP-01090,DRV-014,TRK-010,2024-12-30,111.8,7.31,4,0,68.0,25
TRIP-01091,DRV-014,TRK-010,2024-10-14,59.5,3.64,3,0,71.3,37
TRIP-01092,DRV-008,TRK-005,2024-07-18,166.0,13.23,0,4,52.1,5
TRIP-01093,DRV-024,TRK-013,2024-02-11,71.7,5.18,1,0,57.9,27
TRIP-01094,DRV-020,TRK-015,2024-02-27,116.2,13.3,3,0,72.6,14
TRIP-01095,DRV-025,TRK-014,2024-01-22,107.6,9.52,2,3,59.2,11
TRIP-01096,DRV-006,TRK-003,2024-02-03,122.9,13.16,6,1,60.0,10
TRIP-01097,DRV-017,TRK-006,2024-11-15,88.1,10.16,1,3,71.5,22
TRIP-01098,DRV-001,TRK-003,2024-09-30,47.1,5.18,0,0,62.2,22
TRIP-01099,DRV-023,TRK-012,2024-12-01,105.4,9.6,0,1,58.4,28
TRIP-01100,DRV-024,TRK-013,2024-04-10,156.6,12.11,5,6,59.4,25
TRIP-01101,DRV-005,TRK-005,2024-09-03,60.5,4.76,3,2,61.4,26
TRIP-01102,DRV-018,TRK-012,2024-10-27,258.8,24.69,1,7,53.5,23
TRIP-01103,DRV-019,TRK-013,2024-12-17,133.4,11.38,2,3,48.7,33
TRIP-01104,DRV-024,TRK-012,2024-02-01,67.4,7.34,2,2,57.1,17
TRIP-01105,DRV-015,TRK-008,2024-05-23,96.5,7.7,1,0,63.6,12
TRIP-01106,DRV-020,TRK-013,2024-09-23,179.7,13.13,3,7,54.8,12
TRIP-01107,DRV-001,TRK-003,2024-11-03,165.4,17.81,4,2,61.2,17
TRIP-01108,DRV-003,TRK-005,2024-05-25,126.1,10.71,9,3,77.3,26
TRIP-01109,DRV-008,TRK-005,2024-10-05,218.1,18.07,3,7,65.1,36
TRIP-01110,DRV-010,TRK-009,2024-06-28,45.8,4.12,1,2,70.1,24
TRIP-01111,DRV-012,TRK-010,2024-10-08,150.3,9.64,5,2,68.0,22
TRIP-01112,DRV-002,TRK-003,2024-03-16,223.8,23.87,4,3,50.6,31
TRIP-01113,DRV-004,TRK-004,2024-09-23,93.5,6.4,2,1,66.9,24
TRIP-01114,DRV-006,TRK-005,2024-08-13,95.1,6.71,4,2,68.7,33
TRIP-01115,DRV-006,TRK-005,2024-03-25,77.3,5.77,2,1,69.5,16
TRIP-01116,DRV-007,TRK-002,2024-03-10,146.1,11.34,4,1,74.5,23
TRIP-01117,DRV-010,TRK-008,2024-05-30,155.8,12.0,2,1,65.8,21
TRIP-01118,DRV-003,TRK-005,2024-07-09,29.7,2.42,0,0,68.1,49
TRIP-01119,DRV-008,TRK-005,2024-08-30,121.9,10.24,3,4,57.7,47
TRIP-01120,DRV-023,TRK-013,2024-01-20,42.7,2.81,1,0,62.9,12
TRIP-01121,DRV-023,TRK-014,2024-07-17,47.4,3.47,2,1,60.6,22
TRIP-01122,DRV-025,TRK-014,2024-01-13,185.2,16.12,7,3,53.0,24
TRIP-01123,DRV-002,TRK-005,2024-12-23,18.0,1.34,0,0,62.1,24
TRIP-01124,DRV-020,TRK-013,2024-08-16,116.3,9.45,6,5,64.9,44
TRIP-01125,DRV-023,TRK-012,2024-05-23,175.3,15.14,2,1,55.4,18
TRIP-01126,DRV-024,TRK-013,2024-12-14,167.9,14.23,3,4,58.9,24
TRIP-01127,DRV-015,TRK-007,2024-06-19,90.0,6.61,1,3,74.7,9
TRIP-01128,DRV-005,TRK-002,2024-02-24,43.5,3.58,1,0,70.7,42
TRIP-01129,DRV-004,TRK-005,2024-01-14,159.1,13.12,0,3,69.0,21
TRIP-01130,DRV-019,TRK-014,2024-12-12,93.3,7.99,1,2,59.9,14
TRIP-01131,DRV-018,TRK-015,2024-08-07,106.9,12.07,2,2,67.4,8
TRIP-01132,DRV-020,TRK-013,2024-02-15,105.6,8.32,4,4,65.6,23
TRIP-01133,DRV-008,TRK-002,2024-02-06,122.6,10.78,4,3,69.3,11
TRIP-01134,DRV-024,TRK-011,2024-06-14,128.2,10.97,4,3,51.2,19
TRIP-01135,DRV-019,TRK-014,2024-04-05,79.9,6.84,2,2,61.8,27
TRIP-01136,DRV-022,TRK-012,2024-06-30,112.1,12.13,5,5,69.7,30
TRIP-01137,DRV-022,TRK-015,2024-04-07,198.0,25.44,9,3,59.6,24
TRIP-01138,DRV-008,TRK-005,2024-04-24,128.2,10.63,4,5,66.9,18
TRIP-01139,DRV-013,TRK-006,2024-02-09,97.3,13.05,2,2,65.9,32
TRIP-01140,DRV-005,TRK-005,2024-09-21,88.6,7.25,5,4,70.9,34
TRIP-01141,DRV-008,TRK-005,2024-08-30,152.6,12.85,2,2,60.0,31
TRIP-01142,DRV-013,TRK-010,2024-06-21,83.0,6.46,3,1,54.3,27
TRIP-01143,DRV-019,TRK-013,2024-11-11,50.4,4.01,2,1,53.4,18
TRIP-01144,DRV-020,TRK-013,2024-01-19,121.3,9.95,2,1,61.2,27
TRIP-01145,DRV-011,TRK-009,2024-01-11,134.5,15.3,1,1,66.2,34
TRIP-01146,DRV-017,TRK-007,2024-03-19,199.4,15.85,4,7,54.3,20
TRIP-01147,DRV-012,TRK-008,2024-05-15,152.5,12.96,10,4,52.3,42
TRIP-01148,DRV-008,TRK-002,2024-06-28,116.5,10.54,2,6,71.9,27
TRIP-01149,DRV-002,TRK-004,2024-05-21,130.6,9.18,1,3,73.3,29
TRIP-01150,DRV-023,TRK-012,2024-07-26,107.9,9.54,1,1,64.4,1
TRIP-01151,DRV-023,TRK-015,2024-04-13,137.9,13.21,1,1,66.9,22
TRIP-01152,DRV-019,TRK-013,2024-03-13,98.0,8.26,1,0,54.3,25
TRIP-01153,DRV-022,TRK-014,2024-06-14,128.3,10.69,4,5,48.6,37
TRIP-01154,DRV-022,TRK-014,2024-05-23,142.0,13.25,6,5,59.8,23
TRIP-01155,DRV-003,TRK-002,2024-12-30,140.3,12.01,2,2,63.3,22
TRIP-01156,DRV-012,TRK-006,2024-08-26,146.9,17.31,4,5,59.5,16
TRIP-01157,DRV-023,TRK-015,2024-04-12,196.9,21.14,3,0,62.6,23
TRIP-01158,DRV-021,TRK-012,2024-03-05,64.0,5.86,3,0,52.4,15
TRIP-01159,DRV-019,TRK-015,2024-12-21,49.5,6.03,0,0,67.5,11
TRIP-01160,DRV-004,TRK-001,2024-02-13,157.8,10.38,2,5,59.0,21
TRIP-01161,DRV-012,TRK-008,2024-02-02,198.1,17.99,9,2,59.3,24
TRIP-01162,DRV-013,TRK-006,2024-02-19,207.7,25.14,8,2,69.5,7
TRIP-01163,DRV-025,TRK-014,2024-03-28,192.9,16.97,5,6,62.5,20
TRIP-01164,DRV-018,TRK-011,2024-03-28,179.3,13.63,4,4,64.7,12
TRIP-01165,DRV-006,TRK-005,2024-07-18,232.0,17.5,3,3,67.1,24
TRIP-01166,DRV-015,TRK-008,2024-01-01,187.0,14.64,1,3,66.6,27
TRIP-01167,DRV-008,TRK-003,2024-08-20,41.3,4.64,1,0,63.0,8
TRIP-01168,DRV-012,TRK-006,2024-01-18,95.6,10.52,1,1,59.9,34
TRIP-01169,DRV-011,TRK-009,2024-05-08,213.7,20.41,6,0,79.7,28
TRIP-01170,DRV-002,TRK-005,2024-03-23,94.4,7.61,2,3,61.9,13
TRIP-01171,DRV-014,TRK-010,2024-01-11,34.1,1.98,0,0,59.5,24
TRIP-01172,DRV-024,TRK-015,2024-09-27,206.5,25.44,4,6,69.9,28
TRIP-01173,DRV-008,TRK-002,2024-10-29,216.7,18.27,7,7,63.6,25
TRIP-01174,DRV-016,TRK-009,2024-06-27,145.4,12.36,3,5,70.8,10
TRIP-01175,DRV-007,TRK-003,2024-09-12,192.1,20.1,18,4,57.2,35
TRIP-01176,DRV-002,TRK-003,2024-08-29,68.6,7.96,1,2,60.0,7
TRIP-01177,DRV-020,TRK-014,2024-08-30,76.9,6.33,0,3,60.2,38
TRIP-01178,DRV-006,TRK-005,2024-02-07,79.6,6.17,1,2,72.3,28
TRIP-01179,DRV-002,TRK-003,2024-12-20,99.0,10.81,4,2,60.3,21
TRIP-01180,DRV-025,TRK-014,2024-03-26,95.0,7.78,2,4,44.2,36
TRIP-01181,DRV-017,TRK-010,2024-10-28,206.1,13.9,3,3,56.0,11
TRIP-01182,DRV-023,TRK-014,2024-11-13,89.4,6.63,1,2,66.1,15
TRIP-01183,DRV-020,TRK-013,2024-09-06,144.9,11.17,3,2,59.1,20
TRIP-01184,DRV-009,TRK-003,2024-09-09,166.4,18.24,10,6,53.7,37
TRIP-01185,DRV-012,TRK-008,2024-07-28,40.7,3.66,1,1,57.9,33
TRIP-01186,DRV-003,TRK-002,2024-10-27,201.3,16.42,8,3,65.9,23
TRIP-01187,DRV-007,TRK-004,2024-11-07,187.8,12.44,4,6,68.4,27
TRIP-01188,DRV-018,TRK-013,2024-10-11,211.7,14.64,2,3,55.1,22
TRIP-01189,DRV-019,TRK-015,2024-03-27,127.0,15.3,4,3,71.4,8
TRIP-01190,DRV-020,TRK-014,2024-09-16,18.0,1.49,1,2,59.8,16
TRIP-01191,DRV-005,TRK-005,2024-09-02,117.9,9.5,6,5,54.7,35
TRIP-01192,DRV-003,TRK-003,2024-10-12,182.3,21.03,7,3,65.0,2
TRIP-01193,DRV-003,TRK-003,2024-12-01,95.7,10.22,3,0,66.4,18
TRIP-01194,DRV-023,TRK-015,2024-09-29,97.6,10.21,1,1,63.5,27
TRIP-01195,DRV-004,TRK-003,2024-03-19,127.9,14.15,7,4,62.7,29
TRIP-01196,DRV-015,TRK-009,2024-06-26,103.5,9.99,2,1,75.7,14
TRIP-01197,DRV-014,TRK-006,2024-05-14,38.6,4.72,0,2,69.2,22
TRIP-01198,DRV-002,TRK-003,2024-08-20,95.9,9.71,2,4,56.2,23
TRIP-01199,DRV-014,TRK-009,2024-05-22,226.3,22.17,6,9,70.4,41
TRIP-01200,DRV-004,TRK-004,2024-06-30,186.6,12.55,2,4,67.4,12
TRIP-01201,DRV-022,TRK-012,2024-09-23,161.4,17.66,8,5,53.9,26
TRIP-01202,DRV-012,TRK-010,2024-08-04,118.1,7.75,7,4,69.4,20
TRIP-01203,DRV-005,TRK-001,2024-05-14,35.6,2.43,0,4,58.8,33
TRIP-01204,DRV-009,TRK-003,2024-06-21,81.6,8.99,4,4,53.2,29
TRIP-01205,DRV-019,TRK-012,2024-09-26,54.8,6.07,2,0,54.0,6
TRIP-01206,DRV-012,TRK-009,2024-04-18,83.0,9.0,1,2,67.0,20
TRIP-01207,DRV-020,TRK-012,2024-12-05,75.3,8.06,4,1,57.7,8
TRIP-01208,DRV-012,TRK-007,2024-07-07,56.7,4.11,1,2,61.9,24
TRIP-01209,DRV-023,TRK-014,2024-12-02,195.7,14.1,2,2,48.9,16
TRIP-01210,DRV-010,TRK-006,2024-08-22,130.1,14.56,4,0,65.4,27
TRIP-01211,DRV-001,TRK-003,2024-09-19,129.3,13.52,2,0,64.1,18
TRIP-01212,DRV-019,TRK-014,2024-01-19,100.1,8.58,6,0,60.3,31
TRIP-01213,DRV-001,TRK-003,2024-10-04,66.0,7.18,3,0,57.1,23
TRIP-01214,DRV-005,TRK-002,2024-08-06,118.0,9.52,5,3,61.4,16
TRIP-01215,DRV-004,TRK-004,2024-06-30,131.8,9.1,1,1,69.0,24
TRIP-01216,DRV-007,TRK-005,2024-11-27,101.4,7.45,7,5,67.9,28
TRIP-01217,DRV-010,TRK-010,2024-08-02,92.6,5.78,3,1,55.1,12
TRIP-01218,DRV-025,TRK-012,2024-04-15,65.7,6.68,2,0,64.2,20
TRIP-01219,DRV-009,TRK-005,2024-02-14,143.7,11.46,4,2,56.2,4
TRIP-01220,DRV-014,TRK-006,2024-12-15,165.0,18.42,8,2,62.4,21
TRIP-01221,DRV-014,TRK-006,2024-03-07,155.3,17.59,6,6,60.9,11
TRIP-01222,DRV-008,TRK-005,2024-02-08,90.9,6.98,4,3,64.3,29
TRIP-01223,DRV-021,TRK-012,2024-09-21,39.3,3.91,1,0,50.3,36
TRIP-01224,DRV-007,TRK-003,2024-04-11,122.8,12.71,4,5,62.2,18
TRIP-01225,DRV-005,TRK-005,2024-12-19,132.5,10.29,7,2,68.5,11
TRIP-01226,DRV-008,TRK-005,2024-06-09,101.3,8.31,2,1,70.4,34
TRIP-01227,DRV-011,TRK-006,2024-01-28,132.1,15.43,3,1,64.1,31
TRIP-01228,DRV-018,TRK-015,2024-04-17,151.0,18.12,2,3,66.4,8
TRIP-01229,DRV-020,TRK-014,2024-05-06,191.9,16.08,2,5,49.7,12
TRIP-01230,DRV-008,TRK-005,2024-04-12,116.8,9.6,3,3,68.4,30
TRIP-01231,DRV-016,TRK-009,2024-03-01,227.8,19.77,7,2,81.1,16
TRIP-01232,DRV-025,TRK-011,2024-04-09,113.1,9.12,2,2,58.3,28
TRIP-01233,DRV-017,TRK-007,2024-06-11,128.7,9.42,3,5,57.3,13
TRIP-01234,DRV-013,TRK-007,2024-07-04,231.4,20.36,5,5,68.7,23
